timestamp_id,timestamp_hhmmss_jst,ms,u_mobile,v_mobile,w_mobile,pitch,roll,wind_speed_mobile
2024-04-26 12:30:36.000,12:30:01,0,-3.1675,1.1075,0.2925,25.1525,-5.8,3.3555346071825873
2024-04-26 12:30:36.100,12:30:01,100,-3.2925,1.03,0.415,25.1725,9.85,3.4498487285676744
2024-04-26 12:30:36.200,12:30:01,200,-2.885,0.715,0.475,25.2075,-11.525,2.9722802694227877
2024-04-26 12:30:36.300,12:30:01,300,-2.805,0.6825,0.355,25.315,6.225,2.886837586356392
2024-04-26 12:30:36.400,12:30:01,400,-2.855,0.7625,0.365,25.305,5.225,2.955068738625212
2024-04-26 12:30:36.500,12:30:01,500,-3.0625,1.055,0.445,25.28,2.6,3.23912507476942
2024-04-26 12:30:36.600,12:30:01,600,-3.0625,1.2725,0.425,25.37,2.725,3.316347765238139
2024-04-26 12:30:36.700,12:30:01,700,-2.9525,0.5975,0.7775,25.365,1.975,3.0123516560986037
2024-04-26 12:30:36.800,12:30:01,800,-3.0275,0.6475,0.2275,25.3425,4.025,3.095967134838482
2024-04-26 12:30:36.900,12:30:01,900,-3.27,0.7525,0.1075,25.265,4.15,3.355466621797928
2024-04-26 12:30:37.000,12:30:02,0,-3.305,0.71,0.1275,25.2725,1.525,3.380403082474041
2024-04-26 12:30:37.100,12:30:02,100,-3.355,0.85,0.4725,25.33,-1.225,3.46100057786762
2024-04-26 12:30:37.200,12:30:02,200,-3.1625,0.9975,0.5875,25.3275,4.425,3.316083910277302
2024-04-26 12:30:37.300,12:30:02,300,-2.995,1.2775,0.3675,25.2225,1.5,3.256076051016008
2024-04-26 12:30:37.400,12:30:02,400,-2.94,1.325,0.0,25.1875,8.275,3.2247829384316704
2024-04-26 12:30:37.500,12:30:02,500,-3.1975,0.9425,0.48,25.2325,4.85,3.333513536795673
2024-04-26 12:30:37.600,12:30:02,600,-3.0125,1.34,0.0,25.1525,1.375,3.2970829910695305
2024-04-26 12:30:37.700,12:30:02,700,-3.0575,0.8,0.0,25.2,3.625,3.1604281751053924
2024-04-26 12:30:37.800,12:30:02,800,-3.03,0.7025,0.0,25.1075,-4.55,3.110370757642889
2024-04-26 12:30:37.900,12:30:02,900,-3.0825,1.05,0.2925,25.1375,-0.7,3.2564253791542654
2024-04-26 12:30:38.000,12:30:03,0,-2.82,0.69,0.1175,25.1875,7.775,2.903187902978379
2024-04-26 12:30:38.100,12:30:03,100,-2.9775,0.8,0.0,25.2,1.8,3.083100103791637
2024-04-26 12:30:38.200,12:30:03,200,-3.0625,0.685,0.0,25.2725,0.9,3.1381732345426694
2024-04-26 12:30:38.300,12:30:03,300,-3.2125,0.655,0.0,25.2175,-2.85,3.2785944015690625
2024-04-26 12:30:38.400,12:30:03,400,-3.2825,0.8325,0.0,25.195,10.975,3.3864232606099316
2024-04-26 12:30:38.500,12:30:03,500,-3.085,0.83,0.2575,25.2375,0.775,3.194702646569787
