20240426 15:30:01,45557211,-00.28  02.01 -00.31  25.28 -003.1 -000.5
20240426 15:30:01,45557500,-00.04  02.53  00.00  25.17 -002.8 -000.6
20240426 15:30:01,45557711,-00.32  02.48  00.00  25.21 -002.9 -000.4
20240426 15:30:01,45557966,-00.02  02.59  00.00  25.14 -002.8 -000.7
20240426 15:30:01,45558211,-00.25  02.17  00.00  25.27 -002.5 -000.9
20240426 15:30:01,45558466, 00.43  02.64  00.00  25.17 -002.8 -000.4
20240426 15:30:01,45558711, 00.07  02.72  00.00  25.13 -002.9 -000.8
20240426 15:30:01,45558966, 00.29  02.56  00.00  25.24 -002.8 -000.8
20240426 15:30:01,45559211, 00.25  02.93  00.39  25.17 -003.0 -000.3
20240426 15:30:01,45559466, 00.43  02.78  00.00  25.25 -002.8 -000.8
20240426 15:30:01,45559711, 00.30  02.77  00.46  25.28 -002.5 -000.6
20240426 15:30:01,45559966, 00.18  02.76  00.54  25.20 -002.6 -000.1
20240426 15:30:01,45560211,-00.03  02.64  00.51  25.12 -002.8 -000.5
20240426 15:30:01,45560466,-00.19  02.66  00.61  25.20 -002.7 -000.5
20240426 15:30:01,45560711,-00.16  02.33  00.00  25.19 -003.1 -000.5
20240426 15:30:01,45560966,-00.57  02.15  00.00  25.18 -003.2 -000.8
20240426 15:30:01,45561211,-00.58  02.37  00.41  25.22 -002.7 -000.9
20240426 15:30:01,45561466,-00.31  02.38  00.41  25.03 -002.7 -000.3
20240426 15:30:01,45561711,-00.53  02.08  00.42  25.11 -002.8 -000.7
20240426 15:30:01,45561966,-00.67  01.80  00.34  25.03 -002.6 -000.7
20240426 15:30:01,45562211,-00.86  02.15  00.71  25.09 -002.8 -000.4
20240426 15:30:01,45562466,-00.76  01.98  00.67  25.07 -003.3 -000.9
20240426 15:30:01,45562711,-00.60  01.95  00.77  25.23 -002.7 -000.7
20240426 15:30:01,45562966,-00.31  01.77  00.34  25.10 -002.7 -000.3
20240426 15:30:01,45563211,-00.49  01.93  00.42  25.19 -002.8 -000.4
20240426 15:30:01,45563466,-00.30  01.95  00.32  25.20 -002.4 -000.7
20240426 15:30:01,45563711,-00.54  01.54  00.26  25.23 -002.7 -000.4
20240426 15:30:01,45563966,-00.35  01.73  00.33  25.26 -003.1 -000.7
20240426 15:30:01,45564211,-00.55  01.63  00.28  25.34 -003.1 -000.8
20240426 15:30:01,45564466,-00.65  01.65  00.30  25.30 -002.9 -000.4
20240426 15:30:01,45564711,-00.44  01.60  00.00  25.24 -002.9 -000.7
20240426 15:30:01,45564966,-00.63  01.95  00.41  25.10 -002.6 -000.6
20240426 15:30:01,45565211,-00.69  02.33  00.36  25.11 -002.3 -000.3
20240426 15:30:01,45565466,-00.41  02.27  00.33  25.11 -003.0 -000.8
20240426 15:30:01,45565711,-00.71  02.34  00.43  25.06 -002.9 -000.6
20240426 15:30:01,45565966,-00.99  02.26  00.41  25.14 -002.9 -000.5
20240426 15:30:01,45566211,-00.87  02.28  00.91  25.24 -003.2 -000.7
20240426 15:30:01,45566466,-01.05  01.60  00.78  25.22 -002.4 -000.4
20240426 15:30:01,45566711,-00.88  01.86  00.82  25.29 -002.5 -000.5
20240426 15:30:01,45566966,-01.08  02.11  00.50  25.30 -002.8 -000.7
20240426 15:30:02,45567211,-01.04  01.75  00.49  25.28 -002.8 -000.5
20240426 15:30:02,45567466,-00.75  01.56  00.58  25.35 -003.0 -000.7
20240426 15:30:02,45567711,-00.82  01.64  00.69  25.39 -003.2 -000.8
20240426 15:30:02,45567966,-00.89  01.88  00.64  25.31 -002.9 -000.6
20240426 15:30:02,45568211,-00.76  01.59  00.40  25.15 -002.7 -000.6
20240426 15:30:02,45568466,-00.88  01.48  00.75  25.21 -002.7 -000.7
20240426 15:30:02,45568711,-00.95  01.19  00.76  25.20 -002.5 -000.5
20240426 15:30:02,45568966,-00.98  01.51  00.67  25.35 -002.7 -000.5
20240426 15:30:02,45569211,-00.97  01.58  00.78  25.20 -003.0 -000.7
20240426 15:30:02,45569466,-00.72  01.79  00.60  25.37 -002.8 -000.5
20240426 15:30:02,45569711,-00.69  01.84  00.46  25.30 -002.9 -000.5
20240426 15:30:02,45569966,-00.71  01.87  00.27  25.27 -002.9 -000.7
20240426 15:30:02,45570211,-00.70  01.88  00.30  25.32 -002.5 -000.4
20240426 15:30:02,45570466,-00.54  01.83  00.52  25.17 -002.7 -000.6
20240426 15:30:02,45570711,-00.67  01.62  00.42  25.15 -002.9 -000.8
20240426 15:30:02,45570966,-00.70  01.78  00.61  25.10 -002.9 -000.5
20240426 15:30:02,45571211,-00.81  01.58  00.85  25.07 -002.9 -000.7
20240426 15:30:02,45571466,-00.76  01.70  00.58  25.17 -002.9 -000.6
20240426 15:30:02,45571711,-00.59  02.07  00.81  25.33 -002.7 -000.4
20240426 15:30:02,45571966,-00.46  02.39  00.48  25.08 -002.5 -000.5
20240426 15:30:02,45572211,-00.58  02.02  00.43  25.18 -002.9 -000.7
20240426 15:30:02,45572466,-00.47  02.12  00.71  25.25 -002.8 -000.6
20240426 15:30:02,45572711,-00.36  02.16  00.77  25.20 -002.9 -000.7
20240426 15:30:02,45572966,-00.38  02.28  00.92  25.31 -002.9 -000.7
20240426 15:30:02,45573211,-00.13  02.40  00.71  25.20 -002.7 -000.3
20240426 15:30:02,45573466,-00.49  02.35  00.72  25.20 -002.7 -000.5
20240426 15:30:02,45573711,-00.57  02.59  00.81  25.28 -002.8 -000.7
20240426 15:30:02,45573966,-00.56  02.55  00.78  25.18 -002.8 -000.6
20240426 15:30:02,45574211,-00.71  02.09  00.82  25.44 -002.8 -000.8
20240426 15:30:02,45574466,-00.62  02.42  00.77  25.49 -002.9 -000.8
20240426 15:30:02,45574711,-00.61  02.64  00.57  25.56 -002.8 -000.6
20240426 15:30:02,45574966,-00.67  02.57  00.59  25.62 -002.7 -000.4
20240426 15:30:02,45575211,-00.58  02.40  00.40  25.67 -002.8 -000.8
20240426 15:30:02,45575466,-01.07  02.18  00.34  25.67 -002.8 -000.3
20240426 15:30:02,45575711,-00.96  02.33  00.37  25.55 -002.8 -000.6
20240426 15:30:02,45575966,-00.76  02.20  00.00  25.50 -002.9 -000.8
20240426 15:30:02,45576211,-00.68  02.46  00.35  25.73 -002.9 -000.3
20240426 15:30:02,45576466,-01.00  02.34  00.51  25.71 -002.8 -000.6
20240426 15:30:02,45576711,-00.79  02.66  00.47  25.61 -002.7 -000.8
20240426 15:30:02,45576966,-00.71  02.69  00.33  25.54 -002.7 -000.5
20240426 15:30:03,45577211,-01.37  02.26  00.00  25.71 -002.9 -000.6
20240426 15:30:03,45577466,-01.01  02.58  00.00  25.64 -002.7 -001.0
20240426 15:30:03,45577711,-00.79  02.61  00.00  25.57 -002.8 -000.6
20240426 15:30:03,45577966,-01.24  02.53  00.00  25.48 -003.0 -000.2
20240426 15:30:03,45578211,-01.10  02.55  00.00  25.52 -002.7 -001.0
20240426 15:30:03,45578466,-00.93  02.40  00.00  25.66 -002.8 -000.2
20240426 15:30:03,45578711,-01.00  02.55  00.00  25.71 -002.9 -000.2
20240426 15:30:03,45578966,-01.00  02.29  00.01  25.61 -002.8 -001.0
20240426 15:30:03,45579211,-01.03  02.11  00.00  25.48 -002.8 -000.2
20240426 15:30:03,45579466,-00.57  02.16  00.00  25.64 -003.0 -000.4
20240426 15:30:03,45579711,-00.38  02.31  00.00  25.65 -002.7 -001.0
20240426 15:30:03,45579966,-00.86  02.11  00.00  25.54 -002.6 -000.9
20240426 15:30:03,45580211,-00.88  02.34  00.31  25.59 -003.0 -000.4
